2,1,1,1.0101010101010102,1.0101010101010102
3,3,4,3.0303030303030307,4.040404040404041
4,4,8,4.040404040404041,8.080808080808081
5,6,14,6.060606060606061,14.141414141414142
6,1,15,1.0101010101010102,15.151515151515152
7,6,21,6.060606060606061,21.212121212121215
8,19,40,19.191919191919194,40.40404040404041
9,13,53,13.131313131313133,53.53535353535354
10,15,68,15.151515151515152,68.68686868686869
11,7,75,7.070707070707071,75.75757575757576
12,8,83,8.080808080808081,83.83838383838385
13,8,91,8.080808080808081,91.91919191919193
14,4,95,4.040404040404041,95.95959595959597
15,2,97,2.0202020202020203,97.979797979798
16,1,98,1.0101010101010102,98.989898989899
17,1,99,1.0101010101010102,100.00000000000001
