x	y	z
-0.85	0.13	0.8781055142835174
-0.84	-0.15	0.8891923460078613
-0.84	-0.14	0.8754147448648554
-0.84	-0.13	0.8635204916283297
-0.84	-0.12	0.8532349519620152
-0.84	-0.11	0.8443378682324391
-0.84	-0.1	0.8366515024161074
-0.84	-0.09	0.8300317885300018
-0.84	-0.08	0.8243616613432202
-0.84	-0.07	0.8195459826553828
-0.84	-0.06	0.8155076582559481
-0.84	-0.05	0.812184656338591
-0.84	-0.04	0.8095277199488495
-0.84	-0.03	0.8074986238760015
-0.84	-0.02	0.8060688680741743
-0.84	-0.01	0.8052187304279347
-0.84	0.0	0.804936625013379
-0.84	0.01	0.8052187304279348
-0.84	0.02	0.8060688680741747
-0.84	0.03	0.8074986238760021
-0.84	0.04	0.8095277199488503
-0.84	0.05	0.812184656338592
-0.84	0.06	0.8155076582559495
-0.84	0.07	0.8195459826553845
-0.84	0.08	0.824361661343222
-0.84	0.09	0.8300317885300036
-0.84	0.1	0.8366515024161099
-0.84	0.11	0.8443378682324424
-0.84	0.12	0.8532349519620186
-0.84	0.13	0.8635204916283333
-0.84	0.14	0.8754147448648597
-0.84	0.15	0.8891923460078671
-0.83	-0.16	0.8895012246770602
-0.83	-0.15	0.8734039832648582
-0.83	-0.14	0.8596069447776112
-0.83	-0.13	0.8477432667956463
-0.83	-0.12	0.8375217104876844
-0.83	-0.11	0.8287094171186082
-0.83	-0.1	0.8211191320255791
-0.83	-0.09	0.814599633124165
-0.83	-0.08	0.809028497161067
-0.83	-0.07	0.8043065930344074
-0.83	-0.06	0.8003538677545499
-0.83	-0.05	0.7971061133349449
-0.83	-0.04	0.7945124894378851
-0.83	-0.03	0.7925336385002214
-0.83	-0.02	0.7911402750931181
-0.83	-0.01	0.7903121647185425
-0.83	0.0	0.7900374327824196
-0.83	0.01	0.7903121647185428
-0.83	0.02	0.7911402750931187
-0.83	0.03	0.7925336385002221
-0.83	0.04	0.7945124894378858
-0.83	0.05	0.7971061133349459
-0.83	0.06	0.8003538677545512
-0.83	0.07	0.8043065930344091
-0.83	0.08	0.8090284971610688
-0.83	0.09	0.814599633124167
-0.83	0.1	0.8211191320255816
-0.83	0.11	0.8287094171186113
-0.83	0.12	0.8375217104876879
-0.83	0.13	0.84774326679565
-0.83	0.14	0.8596069447776156
-0.83	0.15	0.873403983264864
-0.83	0.16	0.8895012246770664
-0.82	-0.16	0.8717122534411043
-0.82	-0.15	0.8559007341303719
-0.82	-0.14	0.8423842981082351
-0.82	-0.13	0.8307914088544389
-0.82	-0.12	0.8208271013589308
-0.82	-0.11	0.812255707004262
-0.82	-0.1	0.8048879467728333
-0.82	-0.09	0.798571208299808
-0.82	-0.08	0.7931821676435544
-0.82	-0.07	0.788621156454188
-0.82	-0.06	0.7848078432096497
-0.82	-0.05	0.7816779160077667
-0.82	-0.04	0.7791805393541099
-0.82	-0.03	0.77727641888266
-0.82	-0.02	0.775936353140565
-0.82	-0.01	0.7751401854282046
-0.82	0.0	0.7748760947193181
-0.82	0.01	0.7751401854282047
-0.82	0.02	0.7759363531405653
-0.82	0.03	0.7772764188826606
-0.82	0.04	0.7791805393541107
-0.82	0.05	0.7816779160077677
-0.82	0.06	0.784807843209651
-0.82	0.07	0.7886211564541898
-0.82	0.08	0.7931821676435562
-0.82	0.09	0.79857120829981
-0.82	0.1	0.8048879467728358
-0.82	0.11	0.812255707004265
-0.82	0.12	0.8208271013589339
-0.82	0.13	0.8307914088544425
-0.82	0.14	0.8423842981082393
-0.82	0.15	0.8559007341303774
-0.82	0.16	0.8717122534411104
-0.81	-0.17	0.8697462796285904
-0.81	-0.16	0.8519167761840698
-0.81	-0.15	0.8367583223372022
-0.81	-0.14	0.8238152947428697
-0.81	-0.13	0.8127276888148435
-0.81	-0.12	0.803209204189514
-0.81	-0.11	0.795030865902428
-0.81	-0.1	0.7880086914347652
-0.81	-0.09	0.7819943399760803
-0.81	-0.08	0.7768679793864195
-0.81	-0.07	0.7725328177361751
-0.81	-0.06	0.7689108968056775
-0.81	-0.05	0.7659398529625024
-0.81	-0.04	0.763570429113369
-0.81	-0.03	0.7617645787751492
-0.81	-0.02	0.7604940459041102
-0.81	-0.01	0.7597393363349753
-0.81	0.0	0.7594890216506974
-0.81	0.01	0.7597393363349755
-0.81	0.02	0.7604940459041105
-0.81	0.03	0.7617645787751498
-0.81	0.04	0.7635704291133699
-0.81	0.05	0.7659398529625034
-0.81	0.06	0.7689108968056788
-0.81	0.07	0.7725328177361765
-0.81	0.08	0.7768679793864209
-0.81	0.09	0.781994339976082
-0.81	0.1	0.7880086914347678
-0.81	0.11	0.795030865902431
-0.81	0.12	0.8032092041895172
-0.81	0.13	0.8127276888148468
-0.81	0.14	0.8238152947428741
-0.81	0.15	0.8367583223372076
-0.81	0.16	0.8519167761840757
-0.81	0.17	0.869746279628597
-0.8	-0.18	0.8666250956694439
-0.8	-0.17	0.8469446871633927
-0.8	-0.16	0.8302882480549362
-0.8	-0.15	0.8161212352582774
-0.8	-0.14	0.8040223324256452
-0.8	-0.13	0.7936573714058831
-0.8	-0.12	0.7847597930811795
-0.8	-0.11	0.7771159093510268
-0.8	-0.1	0.7705537157156237
-0.8	-0.09	0.7649343492906747
-0.8	-0.08	0.7601455332251622
-0.8	-0.07	0.7560965250393281
-0.8	-0.06	0.7527142138909896
-0.8	-0.05	0.7499401045300077
-0.8	-0.04	0.7477279937519207
-0.8	-0.03	0.7460421955990917
-0.8	-0.02	0.7448562094237128
-0.8	-0.01	0.7441517538468353
-0.8	0.0	0.743918112265475
-0.8	0.01	0.7441517538468354
-0.8	0.02	0.7448562094237131
-0.8	0.03	0.7460421955990921
-0.8	0.04	0.7477279937519213
-0.8	0.05	0.7499401045300083
-0.8	0.06	0.7527142138909907
-0.8	0.07	0.7560965250393296
-0.8	0.08	0.7601455332251639
-0.8	0.09	0.7649343492906765
-0.8	0.1	0.7705537157156259
-0.8	0.11	0.7771159093510295
-0.8	0.12	0.7847597930811825
-0.8	0.13	0.7936573714058862
-0.8	0.14	0.8040223324256494
-0.8	0.15	0.8161212352582823
-0.8	0.16	0.8302882480549417
-0.8	0.17	0.8469446871633988
-0.8	0.18	0.8666250956694515
-0.79	-0.2	0.8863319977526893
-0.79	-0.19	0.8611428300294127
-0.79	-0.18	0.8400173459568693
-0.79	-0.17	0.8221937361319436
-0.79	-0.16	0.8070757104602491
-0.79	-0.15	0.794193519109465
-0.79	-0.14	0.7831748598606799
-0.79	-0.13	0.7737230163441765
-0.79	-0.12	0.7656003235673252
-0.79	-0.11	0.7586155861424736
-0.79	-0.1	0.7526144498752463
-0.79	-0.09	0.7474719956182156
-0.79	-0.08	0.7430870174436908
-0.79	-0.07	0.7393775872476702
-0.79	-0.06	0.7362776101783496
-0.79	-0.05	0.733734150534653
-0.79	-0.04	0.7317053636076557
-0.79	-0.03	0.7301589107653423
-0.79	-0.02	0.729070766813953
-0.79	-0.01	0.7284243531495419
-0.79	0.0	0.7282099495412944
-0.79	0.01	0.7284243531495421
-0.79	0.02	0.7290707668139533
-0.79	0.03	0.7301589107653428
-0.79	0.04	0.7317053636076565
-0.79	0.05	0.7337341505346536
-0.79	0.06	0.7362776101783506
-0.79	0.07	0.7393775872476717
-0.79	0.08	0.7430870174436921
-0.79	0.09	0.7474719956182173
-0.79	0.1	0.7526144498752483
-0.79	0.11	0.758615586142476
-0.79	0.12	0.7656003235673278
-0.79	0.13	0.7737230163441794
-0.79	0.14	0.7831748598606837
-0.79	0.15	0.7941935191094697
-0.79	0.16	0.8070757104602542
-0.79	0.17	0.8221937361319492
-0.79	0.18	0.8400173459568762
-0.79	0.19	0.8611428300294213
-0.79	0.2	0.886331997752699
-0.78	-0.21	0.8778731695073426
-0.78	-0.2	0.8517680329090936
-0.78	-0.19	0.829904955464238
-0.78	-0.18	0.811483180643443
-0.78	-0.17	0.7958754723527575
-0.78	-0.16	0.7825873095950282
-0.78	-0.15	0.7712264511646219
-0.78	-0.14	0.7614800540999269
-0.78	-0.13	0.7530973445769459
-0.78	-0.12	0.7458764052746706
-0.78	-0.11	0.7396540393832005
-0.78	-0.1	0.7342979518654633
-0.78	-0.09	0.7297006891144618
-0.78	-0.08	0.72577492291486
-0.78	-0.07	0.7224497700785837
-0.78	-0.06	0.719667916625533
-0.78	-0.05	0.7173833728355649
-0.78	-0.04	0.7155597284888695
-0.78	-0.03	0.7141688101216831
-0.78	-0.02	0.7131896670291137
-0.78	-0.01	0.7126078321518682
-0.78	0.0	0.7124148194562852
-0.78	0.01	0.7126078321518683
-0.78	0.02	0.7131896670291139
-0.78	0.03	0.7141688101216838
-0.78	0.04	0.7155597284888701
-0.78	0.05	0.7173833728355656
-0.78	0.06	0.7196679166255338
-0.78	0.07	0.722449770078585
-0.78	0.08	0.7257749229148613
-0.78	0.09	0.7297006891144634
-0.78	0.1	0.734297951865465
-0.78	0.11	0.7396540393832027
-0.78	0.12	0.745876405274673
-0.78	0.13	0.7530973445769483
-0.78	0.14	0.76148005409993
-0.78	0.15	0.7712264511646258
-0.78	0.16	0.7825873095950326
-0.78	0.17	0.7958754723527625
-0.78	0.18	0.811483180643449
-0.78	0.19	0.8299049554642459
-0.78	0.2	0.8517680329091024
-0.78	0.21	0.8778731695073523
-0.77	-0.22	0.862406828998259
-0.77	-0.21	0.8366982736086902
-0.77	-0.2	0.8151492930393045
-0.77	-0.19	0.7969748886016816
-0.77	-0.18	0.7815604395405491
-0.77	-0.17	0.7684210610525574
-0.77	-0.16	0.7571716131224528
-0.77	-0.15	0.7475043242720731
-0.77	-0.14	0.7391719253424588
-0.77	-0.13	0.7319748184374653
-0.77	-0.12	0.7257512351867577
-0.77	-0.11	0.7203696335426286
-0.77	-0.1	0.7157227877017056
-0.77	-0.09	0.7117231705825195
-0.77	-0.08	0.7082993318072444
-0.77	-0.07	0.7053930490894056
-0.77	-0.06	0.7029570858839487
-0.77	-0.05	0.7009534289389574
-0.77	-0.04	0.6993519100238949
-0.77	-0.03	0.6981291394215589
-0.77	-0.02	0.6972676967754547
-0.77	-0.01	0.6967555390462513
-0.77	0.0	0.6965855967388531
-0.77	0.01	0.6967555390462514
-0.77	0.02	0.697267696775455
-0.77	0.03	0.6981291394215592
-0.77	0.04	0.6993519100238954
-0.77	0.05	0.7009534289389582
-0.77	0.06	0.7029570858839496
-0.77	0.07	0.7053930490894066
-0.77	0.08	0.7082993318072455
-0.77	0.09	0.7117231705825207
-0.77	0.1	0.7157227877017072
-0.77	0.11	0.7203696335426306
-0.77	0.12	0.7257512351867595
-0.77	0.13	0.7319748184374675
-0.77	0.14	0.7391719253424615
-0.77	0.15	0.7475043242720764
-0.77	0.16	0.7571716131224567
-0.77	0.17	0.7684210610525614
-0.77	0.18	0.7815604395405543
-0.77	0.19	0.7969748886016882
-0.77	0.2	0.8151492930393114
-0.77	0.21	0.8366982736086983
-0.77	0.22	0.8624068289982688
-0.76	-0.24	0.8658134213411971
-0.76	-0.23	0.8375652346697635
-0.76	-0.22	0.8139841446811776
-0.76	-0.21	0.7941505876615303
-0.76	-0.2	0.7773579232342805
-0.76	-0.19	0.7630563687696302
-0.76	-0.18	0.7508134580110568
-0.76	-0.17	0.7402857589445572
-0.76	-0.16	0.7311983273208993
-0.76	-0.15	0.7233295422010881
-0.76	-0.14	0.7164997439928491
-0.76	-0.13	0.7105626044160824
-0.76	-0.12	0.7053984928199517
-0.76	-0.11	0.7009093252859714
-0.76	-0.1	0.6970145318192608
-0.76	-0.09	0.6936478782818896
-0.76	-0.08	0.6907549499442149
-0.76	-0.07	0.6882911531030547
-0.76	-0.06	0.6862201268833691
-0.76	-0.05	0.6845124834897371
-0.76	-0.04	0.6831448147024725
-0.76	-0.03	0.6820989172702213
-0.76	-0.02	0.6813612013771243
-0.76	-0.01	0.6809222555038591
-0.76	0.0	0.6807765484447422
-0.76	0.01	0.6809222555038592
-0.76	0.02	0.6813612013771245
-0.76	0.03	0.6820989172702215
-0.76	0.04	0.683144814702473
-0.76	0.05	0.6845124834897375
-0.76	0.06	0.6862201268833698
-0.76	0.07	0.6882911531030556
-0.76	0.08	0.6907549499442159
-0.76	0.09	0.6936478782818907
-0.76	0.1	0.697014531819262
-0.76	0.11	0.7009093252859729
-0.76	0.12	0.7053984928199534
-0.76	0.13	0.7105626044160843
-0.76	0.14	0.7164997439928514
-0.76	0.15	0.7233295422010909
-0.76	0.16	0.7311983273209025
-0.76	0.17	0.7402857589445603
-0.76	0.18	0.7508134580110609
-0.76	0.19	0.7630563687696355
